"alim_ssssgrp_code=A2&B2&""01""",alim_code,alim_nom_fr
100201,13032,"Olive noire, en saumure, égouttée"
100201,13033,"Olive verte, en saumure, égouttée"
100201,13131,"Olive noire, à l'huile (à la grecque)"
100201,13147,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)"
100201,13184,Olive (aliment moyen)
100201,13186,Olive noire (aliment moyen)
100301,11001,"Bouillon de boeuf, déshydraté"
100301,11169,"Fond de veau pour sauces et cuisson, déshydraté"
100301,11171,"Fond de volaille pour sauces et cuisson, déshydraté"
100301,11172,"Court0bouillon pour poissons, déshydraté"
100301,11174,"Bouillon de volaille, déshydraté"
100301,11175,"Gelée au madère, déshydratée"
100301,11176,Gelée au madère
100301,11304,Fond de veau
100301,25525,"Pizza, sauce garniture pour"
100301,25918,"Bouillon de viande et légumes type pot0au0feu, déshydraté"
100301,25970,"Bouillon de viande et légumes type pot0au0feu, non dégraissé, déshydraté"
100301,25971,"Bouillon de viande et légumes type pot0au0feu, dégraissé, déshydraté"
100401,11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)"
100401,11044,Sel au céleri
100401,11058,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)"
100401,11082,"Fleur de sel, non iodée, non fluorée"
100401,11083,"Sel marin gris, non iodé, non fluoré"
100401,11096,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)"
100501,11005,"Curry, poudre"
100501,11006,"Gingembre, poudre"
100501,11015,"Poivre noir, poudre"
100501,11019,"Poivre blanc, poudre"
100501,11025,"Cannelle, poudre"
100501,11026,"Coriandre, graine"
100501,11039,Safran
100501,11042,"Cumin, graine"
100501,11048,Noix de muscade
100501,11049,Paprika
100501,11052,Clou de girofle
100501,11053,"Laurier, feuille"
100501,11056,Quatre épices
100501,11057,"Vanille, gousse"
100501,11061,"Pavot, graine"
100501,11064,"Carvi, graine"
100501,11065,"Vanille, extrait alcoolique"
100501,11066,"Fenouil, graine"
100501,11074,"Gingembre, racine crue"
100501,11075,"Cardamome, poudre"
100501,11077,"Fenugrec, graine"
100501,11081,Epice (aliment moyen)
100501,11088,Poivre de Cayenne ou piment de Cayenne
100501,11089,"Curcuma, poudre"
100501,11098,"Vanille, extrait aqueux"
100601,11000,"Ail, cru"
100601,11002,"Cerfeuil, frais"
100601,11003,"Ciboule ou Ciboulette, fraîche"
100601,11014,"Persil, frais"
100601,11016,"Raifort, cru"
100601,11027,"Menthe, fraîche"
100601,11033,"Basilic, frais"
100601,11068,"Romarin, frais"
100601,11069,"Sauge, fraîche"
100601,11070,"Thym, frais"
100601,11080,Herbes aromatiques fraîches (aliment moyen)
100601,11092,"Estragon, frais"
100601,11093,"Aneth, frais"
100601,11094,"Coriandre, fraiche"
100601,11306,"Ail, rôti/cuit au four"
100601,11307,"Ail, sauté/poêlé, sans matière grasse"
100602,11023,"Ail séché, poudre"
100602,11024,"Persil, séché"
100602,11029,"Menthe, séchée"
100602,11032,"Basilic, séché"
100602,11034,"Marjolaine, séchée"
100602,11035,"Origan, séché"
100602,11036,"Romarin, séché"
100602,11037,"Sauge, séchée"
100602,11038,"Thym, séché"
100602,11060,"Herbes de Provence, séchées"
100602,11062,"Sarriette, séchée"
100602,51500,"Meloukhia, feuilles de corète séchées, en poudre"
100701,11084,"Agar (algue), cru"
100701,11085,"Agar (algue), séché"
100701,11086,"Spiruline (Spirulina sp.), séchée ou déshydratée"
100701,20984,"Wakamé (Undaria pinnatifida), séchée ou déshydratée"
100701,20985,"Laitue de mer (Ulva sp.), séchée ou déshydratée"
100701,20986,"Kombu royal (Saccharina latissima), séchée ou déshydratée"
100701,20987,"Nori (Porphyra sp.), séchée ou déshydratée"
100701,20988,"Dulse (Palmaria palmata), séchée ou déshydratée"
100701,20990,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée"
100701,20991,"Kombu breton (Laminaria digitata), séchée ou déshydratée"
100701,20992,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée"
100701,20993,"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée"
100701,20994,"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté"
100701,20995,"Ao0nori (Enteromorpha sp.), séchée ou déshydratée"
100701,20996,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté"
100701,20998,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté"
100701,20999,"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée"
100801,18350,Boisson diététique pour le sport
100801,42000,"Substitut de repas hypocalorique, crème dessert"
100801,42003,"Substitut de repas hypocalorique, prêt à boire"
100801,42004,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé"
100801,42005,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk0shake"
100901,9621,Son de blé
100901,9640,Son d'avoine
100901,9641,Son de maïs
100901,9643,Son de riz
100901,9647,Son (aliment moyen)
100901,9660,Germe de blé
100901,11007,"Gélatine, sèche"
100901,11009,Levure alimentaire
100901,11010,"Levure de boulanger, compressée"
100901,11045,"Levure de boulanger, déshydratée"
100901,11046,Levure chimique ou Poudre à lever
100901,11214,"Préparation culinaire à base de soja, type ""crème de soja"""
100901,11507,Bicarbonate de soude
100901,20906,Tofu soyeux
100901,20916,Miso
100901,20918,Sirop pour fruits appertisés au sirop
100901,20919,Sirop léger pour fruits appertisés au sirop
100901,20920,Jus d'ananas pour ananas appertisé au jus
100901,20924,Sirop léger pour poire appertisée
100901,31047,Gélifiant pour confitures
100901,31108,Gelée royale
100901,31109,"Pollen, partiellement séché"
100901,31111,"Pollen,frais"
100901,37000,Base de pizza à la crème
100901,37002,Base de pizza tomatée
100901,42200,Lécithine de soja
110101,3000,"Lait 1er âge, poudre soluble (préparation pour nourrissons)"
110101,3002,"Lait 2e âge, poudre soluble (préparation de suite)"
110101,13159,Boisson aux fruits pour bébé dès 4/6mois
110101,13160,Boisson à base de plantes pour bébé
110101,13161,Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois
110101,13162,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois
110101,13163,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois
110101,13169,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois
110101,13170,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois
110101,13171,Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales)
110101,13172,Boisson infantile céréales lactées aux légumes pour diner dès 12 mois
110101,13173,Boisson infantile céréales lactées pour le petit déjeuner
110101,13182,Boisson infantile céréales lactées (aliment moyen)
110101,19012,"Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)"
110101,19013,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)"
110101,19014,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)"
110101,19015,"Lait infantile pour prématurés, prêt à consommer"
110201,20246,"Petit pot légumes, dès 406 mois"
110201,20247,"Petit pot légumes, avec féculent, dès 4/6 mois"
110201,20248,"Plat légumes, avec féculent, dès 608 mois"
110201,20249,"Plat légumes, avec féculent et lait/crème, dès 608 mois"
110201,20250,"Plat légumes, avec féculent et lait/crème, dès 8012 mois"
110201,20251,"Plat légumes, avec féculent et lait/crème, dès 12 mois"
110201,20252,Soupe pour bébé légumes et pomme de terre
110201,20253,"Soupe pour bébé légumes, céréales et lait"
110201,20254,"Plat légumes, avec féculent et lait/crème, dès 18 mois"
110201,42603,"Plat légumes, avec féculent et viande/poisson, dès 608 mois"
110201,42604,"Plat légumes, avec féculent et viande/poisson, dès 8012 mois"
110201,42605,"Plat légumes, avec féculent et viande/poisson, dès 12 mois"
110201,42606,"Plat légumes, avec féculent et viande/poisson, dès 18 mois"
110301,13157,Petit pot fruit avec banane pour bébé
110301,13158,Petit pot fruit sans banane pour bébé
110301,13164,Dessert lacté infantile type crème dessert
110301,13165,Dessert lacté infantile au riz ou à la semoule
110301,13166,Dessert lacté infantile nature sucré ou aux fruits
110401,13167,"Céréales instantanées, poudre à reconstituer, dès 4/6 mois"
110401,13168,"Céréales instantanées, poudre à reconstituer, dès 6 mois"
110401,24689,Biscuit pour bébé
110401,42501,Poudre cacaotée pour bébé
