"alim_ssssgrp_code=A2&B2&""01""",alim_code,alim_nom_fr
020102,20326,"Petits pois, bouillis/cuits à l'eau"
020102,20327,"Poireau, bouilli/cuit à l'eau"
020102,20328,"Poivron jaune, sauté/poêlé sans matière grasse"
020102,20329,"Poivron rouge, sauté/poêlé sans matière grasse"
020102,20330,"Poivron vert, sauté/poêlé sans matière grasse"
020102,20331,"Potimarron, pulpe, bouilli/cuit à l'eau"
020102,20332,"Potiron, rôti/cuit au four"
020102,20333,"Salsifis, bouilli/cuit à l'eau"
020102,20334,"Tomate, rôtie/cuite au four"
020102,20335,"Échalote, sautée/poêlée sans matière grasse"
020102,20336,"Épinard, bouilli/cuit à l'eau"
020102,20497,"Légumes pour couscous, cuits"
020102,20499,Légume cuit (aliment moyen)
020102,20590,"Crosne, cuit"
020102,58103,"Gombo, fruit, cuit"
020103,20092,"Carotte, déshydratée"
020103,20180,"Oignon, séché"
020103,20189,"Tomate, séchée"
020103,20202,"Champignon noir, séché"
020103,20211,"Champignon, lentin comestible ou shiitaké, séché"
020103,20256,"Tomate, séchée, à l'huile"
020104,20800,"Banane jaune, pulpe, cuite à la vapeur, prélevée à la Martinique"
020104,20801,"Chips de giraumon (variété locale), pulpe, prélevé à la Martinique"
020104,20802,"Chips de giraumon (variété phoenix), pulpe, prélevé à la Martinique"
020104,20803,"Chou dur ou chou caraïbe, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20804,"Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique"
020104,20805,"Christophine à peau verte, pulpe, cuite à la vapeur, prélevée à la Martinique"
020104,20806,"Christophine blanche, pulpe, appertisée, non égouttée, prélevée à la Martinique"
020104,20807,"Christophine, pulpe, cuite à la vapeur, surgelée, prélevée à la Martinique"
020104,20808,"Concombre, pulpe avec graines, cru, prélevé à la Martinique"
020104,20809,"Concombre, pulpe, cru, prélevé à la Martinique"
020104,20810,"Cresson, feuille, cru, prélevé à la Martinique"
020104,20811,"Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20812,"Farine de pulpe de patate douce, prélevée à la Martinique"
020104,20813,"Fruit à pain, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20814,"Giraumon (variété locale), pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20815,"Giraumon (variété locale), pulpe, cuit à la vapeur, surgelé, prélevé à la Martinique"
020104,20816,"Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique"
020104,20817,"Giraumon (variété phoenix), pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20818,"Giraumon (variété phoenix), pulpe, râpé, cru, prélevé à la Martinique"
020104,20819,"Giraumon (variété phoenix), pulpe, surgelé, cuit à la vapeur, prélevé à la Martinique"
020104,20820,"Gombo, entier, appertisé, non égoutté, prélevé à la Martinique"
020104,20821,"Gombo, entier, cuit à la vapeur, prélevé à la Martinique"
020104,20822,"Gombo, pulpe, blanchi, surgelé, prélevé à la Martinique"
020104,20823,"Igname cousse0couche, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20824,"Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20825,"Igname saint martin, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20826,"Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20827,"Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20828,"Massissi, pulpe, cru, prélevé à la Martinique"
020104,20829,"Papaye, pulpe, crue, prélevée à la Martinique"
020104,20830,"Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique"
020104,20831,"Patate douce, pulpe, blanchie, surgelée, prélevée à la Martinique"
020104,20832,"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique"
020104,20833,"Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique"
020104,20834,"Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique"
020104,20835,"Tomate, entière, crue, prélevée à la Martinique"
020105,20296,"Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles"
020105,20297,"Chayote ou christophine ou chouchou, pulpe avec pépins"
020201,4000,"Tapioca ou Perles du Japon, cru"
020201,4002,"Pomme de terre, sans peau, rôtie/cuite au four"
020201,4003,"Pomme de terre, bouillie/cuite à l'eau"
020201,4004,"Chips de pommes de terre nature ou aromatisées, standard"
020201,4007,"Pomme de terre nouvelle, bouillie/cuite à l'eau"
020201,4008,"Pomme de terre, sans peau, crue"
020201,4011,"Pomme de terre, appertisée, égouttée"
020201,4013,"Pomme de terre noisette, surgelée, crue"
020201,4014,"Pomme de terre vapeur, sous vide"
020201,4015,"Pomme de terre poêlée, avec matière grasse"
020201,4016,"Pomme de terre, flocons déshydratés, au lait ou à la crème"
020201,4017,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse"
020201,4018,"Pomme de terre, purée, avec lait et beurre, non salée"
020201,4019,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi0écrémé et eau, non salée"
020201,4020,"Pomme de terre dauphine, surgelée, crue"
020201,4021,"Pomme de terre dauphine, surgelée, cuite"
020201,4022,"Pomme de terre, flocons déshydratés, nature"
020201,4023,"Pomme de terre nouvelle, crue"
020201,4025,"Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites"
020201,4026,"Pomme de terre, rôtie/cuite au four"
020201,4027,"Pomme de terre sautée/rissolée, pré0frite, surgelée, cuite"
020201,4028,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau"
020201,4029,"Pomme de terre primeur, sans peau, bouillie/cuite à l'eau"
020201,4030,"Frites de pommes de terre, surgelées, rôties/cuites au four"
020201,4032,"Frites de pommes de terre, surgelées, cuites en friteuse"
020201,4034,"Pomme de terre duchesse, surgelée, cuite"
020201,4035,"Pomme de terre noisette, surgelée, cuite"
020201,4036,Pomme de terre sautée/poêlée à la graisse de canard
020201,4037,"Chips de pommes de terre nature ou aromatisées, à l'ancienne"
020201,4038,"Chips de pommes de terre et assimilés nature ou aromatisées, allégées en matière grasse"
020201,4039,Rostis ou Galette de pomme de terre
020201,4042,"Pomme de terre duchesse, surgelée, crue"
020201,4043,"Pomme de terre sautée/ rissolée, pré0frites, surgelée, crue"
020201,4044,"Frites de pommes de terre, surgelées, préfrites, pour cuisson rôtie/ au four"
020201,4045,"Frites de pommes de terre, surgelées, préfrites, pour cuisson micro0ondes"
020201,4046,"Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse"
020201,4047,"Pomme de terre, purée (aliment moyen)"
020201,4048,"Pomme de terre, cuite (aliment moyen)"
020201,4101,"Patate douce, crue"
020201,4102,"Patate douce, cuite"
020201,4103,"Patate douce, purée, cuisinée à la crème"
020201,20050,"Topinambour, cuit"
020201,20196,"Topinambour, cru"
020201,53101,"Banane plantain, cuite"
020201,53200,"Taro, tubercule, cru"
020201,53201,"Taro, tubercule, cuit"
020201,53502,"Igname, épluchée, crue"
020201,53503,"Igname, épluchée, bouillie/cuite à l'eau"
020201,54031,"Manioc, racine crue"
020201,54034,"Manioc, racine cuite"
020201,54500,"Fruit à pain, cru"
020301,20293,"Haricot coco, bouilli/cuit à l'eau"
020301,20500,"Fève, bouillie/cuite à l'eau"
020301,20502,"Haricot blanc, bouilli/cuit à l'eau"
020301,20503,"Haricot rouge, bouilli/cuit à l'eau"
020301,20505,"Lentille, bouillie/cuite à l'eau"
020301,20506,"Pois cassé, bouilli/cuit à l'eau"
020301,20507,"Pois chiche, bouilli/cuit à l'eau"
020301,20508,"Haricot flageolet, appertisé, égouttés"
020301,20510,"Lentille, cuisinée, appertisée, égouttée"
020301,20511,"Haricot blanc, appertisé, égoutté"
020301,20513,"Haricot flageolet, bouilli/cuit à l'eau"
020301,20524,"Haricot rouge, appertisé, égoutté"
020301,20531,"Haricot mungo, bouilli/cuit à l'eau"
020301,20532,"Pois chiche, appertisé, égoutté"
020301,20540,"Haricot flageolet, vert, bouilli/cuit à l'eau"
020301,20542,"Fève, pelée, surgelée, cuite à l'eau"
020301,20543,"Fève, surgelée, bouillie/cuite à l'eau"
020301,20587,"Lentille verte, bouillie/cuite à l'eau"
020301,20588,"Lentille blonde, bouillie/cuite à l'eau"
020301,20589,"Lentille corail, bouillie/cuite à l'eau"
020301,20700,"Légume sec, cuit (aliment moyen)"
020302,20517,"Fève à écosser, fraîche"
020302,20521,"Lentille, germée"
020302,20534,"Lupin, graine crue"
020302,20536,"Fève, fraîche, surgelée"
020302,20537,"Haricot flageolet, surgelé"
020302,20541,"Fève, pelée, surgelée, crue"
020303,20501,"Haricot blanc, sec"
020303,20504,"Lentille, sèche"
020303,20515,"Pois cassé, sec"
020303,20516,"Pois chiche, sec"
020303,20518,"Fève, sèche"
020303,20525,"Haricot rouge, sec"
020303,20530,"Haricot mungo, sec"
020303,20535,"Lentille corail, sèche"
020303,20539,"Haricot flageolet, vert, sec"
020303,20585,"Lentille verte, sèche"
020303,20586,"Lentille blonde, sèche"
020401,13000,"Abricot, dénoyauté, cru"
020401,13002,"Ananas, pulpe, cru"
020401,13005,"Banane, pulpe, crue"
020401,13007,"Cassis, cru"
020401,13008,"Cerise, dénoyautée, crue"
020401,13009,"Citron, pulpe, cru"
020401,13010,"Coing, cru"
020401,13012,"Figue, crue"
020401,13014,"Fraise, crue"
020401,13015,"Framboise, crue"
020401,13016,"Fruit de la passion ou maracudja, pulpe et pépins, cru"
020401,13018,"Grenade, pulpe et pépins, crue"
020401,13019,"Groseille, crue"
020401,13020,"Groseille à maquereau, crue"
020401,13021,"Kiwi, pulpe et graines, cru"
020401,13023,"Litchi, pulpe, cru"
020401,13024,"Clémentine ou Mandarine, pulpe, crue"
020401,13025,"Mangue, pulpe, crue"
020401,13026,"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru"
020401,13027,"Mirabelle, crue"
020401,13028,"Myrtille, crue"
020401,13029,"Mûre (de ronce), crue"
020401,13030,"Nectarine ou brugnon, pulpe et peau, crue"
020401,13034,"Orange, pulpe, crue"
020401,13035,"Papaye, pulpe, crue"
020401,13036,"Pastèque, pulpe, crue"
020401,13037,"Poire, pulpe et peau, crue"
020401,13039,"Pomme, pulpe et peau, crue"
020401,13040,"Pomelo (dit Pamplemousse), pulpe, cru"
020401,13041,"Prune Reine0Claude, crue"
020401,13043,"Pêche, pulpe et peau, crue"
020401,13044,"Raisin blanc, à gros grain (type Italia ou Dattier), cru"
020401,13045,"Raisin noir, cru"
020401,13047,"Rhubarbe, tige, crue"
020401,13050,"Pomme, pulpe, crue"
020401,13054,"Carambole, pulpe, crue"
020401,13056,"Anone ou chérimole, pulpe, crue"
020401,13061,"Feijoa, pulpe, crue"
020401,13063,"Figue de Barbarie, pulpe et graines, crue"
020401,13066,"Kaki, pulpe, cru"
020401,13067,"Citron vert ou Lime, pulpe, cru"
020401,13071,"Mûre noire (du mûrier), crue"
020401,13077,"Ramboutan, pulpe, crue"
020401,13080,"Tamarin, fruit mûr, pulpe, cru"
020401,13083,"Goyave, pulpe, crue"
020401,13085,"Pomme Canada, pulpe, crue"
020401,13086,"Pomme Golden, pulpe, crue"
020401,13100,"Prune, crue"
020401,13101,"Raisin Chasselas, cru"
020401,13107,"Poire, pulpe, crue"
020401,13110,"Griotte, crue"
020401,13112,"Raisin, cru"
020401,13113,"Canneberge ou cranberry, crue"
020401,13121,"Pomme Granny Smith, pulpe, crue"
020401,13122,"Pomme Granny Smith, pulpe et peau, crue"
020401,13125,"Citron, zeste, cru"
020401,13126,"Sureau, baie, crue"
020401,13132,"Myrtille, surgelée, crue"
020401,13134,"Salade de fruits, crue"
020401,13136,"Framboise, surgelée, crue"
020401,13148,"Nectarine ou brugnon, jaune, pulpe et peau, crue"
020401,13149,"Nectarine ou brugnon, blanche, pulpe et peau, crue"
020401,13150,"Mûre (de ronce), surgelée, crue"
020401,13179,"Pomelo (dit Pamplemousse) jaune, pulpe, cru"
020401,13180,"Pomelo (dit Pamplemousse) rose, pulpe, cru"
020401,13188,"Poire Conférence, pulpe, crue"
020401,13189,"Poire Williams, pulpe, crue"
020401,13190,"Pomme Chantecler, pulpe, crue"
020401,13191,"Pomme Gala, pulpe, crue"
020401,13192,"Pomme Pink lady, pulpe, crue"
020401,13193,"Pêche blanche, pulpe et peau, crue"
020401,13194,"Pêche blanche, pulpe, crue"
020401,13195,"Pêche jaune, pulpe, crue"
020401,13529,"Dourian, pulpe, cru"
020401,13549,"Kumquat, sans pépin, cru"
020401,13552,"Longan, pulpe, cru"
020401,13614,"Pamplemousse chinois, pulpe, cru"
020401,13620,"Pomme Golden, pulpe et peau, crue"
020401,13621,"Raisin noir Muscat, cru"
020401,13742,"Melon miel ou melon honeydew, pulpe, cru"
020401,13997,"Fruits rouges, crus (framboises, fraises, groseilles, cassis)"
020401,13999,Fruit cru (aliment moyen)
020402,13038,Compote de pomme
020402,13048,"Rhubarbe, tige, cuite, sucrée"
020402,13108,"Compote, tout type de fruits"
020402,13109,"Compote, tout type de fruits, allégée en sucres"
020402,13128,"Chayote ou christophine ou chouchou, crue"
020402,13129,"Compote, tout type de fruits, allégée en sucres, rayon frais"
020402,13151,"Compote de pomme, allégée en sucres"
020402,13152,"Dessert de fruits, tout type de fruits"
020402,13153,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"""
020402,13154,"Spécialité de fruits divers, sucrée"
020402,13175,"Pomme, pulpe, rôtie/cuite au four"
020402,13176,"Pomme, pulpe, bouillie/cuite à l'eau"
020402,13185,"Compote ou assimilé, tout type de fruits, teneur en sucre"
020402,13187,"Purée de pommes, type ""compote sans sucres ajoutés"""
020402,13998,"Coulis de fruits rouges (framboises, fraises, groseilles, cassis)"
020403,13704,"Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen)"
020403,13705,"Macédoine ou cocktail ou salade de fruits, au sirop "
020403,13706,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté"
020403,13707,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté"
020403,13708,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté"
020403,13709,"Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté"
020403,13712,"Abricot au sirop léger, appertisé, égoutté"
020403,13713,"Abricot au sirop léger, appertisé, non égoutté"
020403,13714,"Abricot au sirop, appertisé, égoutté"
020403,13715,"Abricot au sirop, appertisé, non égoutté"
020403,13716,"Ananas au jus d'ananas, égoutté, appertisé"
020403,13717,"Ananas au jus d'ananas, appertisé, non égoutté"
020403,13718,"Ananas au sirop léger, appertisé, égoutté"
020403,13719,"Ananas au sirop léger, appertisé, non égoutté"
020403,13730,"Pêche au sirop léger, appertisée, égouttée"
020403,13731,"Pêche au sirop léger, appertisée, non égouttée"
020403,13734,"Poire au sirop léger, appertisée, égouttée"
020403,13735,"Poire au sirop léger, appertisée, non égouttée"
020404,13001,"Abricot, dénoyauté, sec"
020404,13011,"Datte, pulpe et peau, sèche"
020404,13013,"Figue, sèche"
020404,13042,"Pruneau, sec"
020404,13046,"Raisin, sec"
020404,13051,"Mélange apéritif de fruits exotiques, sec"
020404,13089,"Banane, pulpe, sèche"
020404,13111,"Pomme, sèche"
020404,13118,"Pêche, sèche"
020404,13178,"Canneberge ou cranberry, séchée, sucrée"
020404,13623,"Abricot, dénoyauté, sec, moelleux (réhydraté à 35045%)"
020405,13400,"Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique"
020405,13401,"Abricot pays, pulpe, cru, prélevé à la Martinique"
020405,13402,"Ananas, pulpe, cru , prélevé à la Martinique"
020405,13403,"Caïmite, pulpe, cru, prélevé à la Martinique"
020405,13404,"Cerise acérola, pulpe, crue, prélevée à la Martinique"
020405,13405,"Chadèque, pulpe, cru, prélevé à la Martinique"
020405,13406,"Chips d'abricot pays, pulpe, prélevé à la Martinique"
020405,13407,"Goyave, pulpe, purée, prélevée à la Martinique"
020405,13408,"Jus de carambole, prélevé à la Martinique, jus filtré"
020405,13409,"Jus de carambole, prélevée à la Martinique, jus non filtré"
020405,13410,"Jus de citron punch (variété petit calibre), pur jus, prélevé à la Martinique"
020405,13411,"Jus de citron vert (variété gros calibre), pur jus, prélevé à la Martinique"
020405,13412,"Jus de corossol, prélevé à la Martinique"
020405,13413,"Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus"
020405,13414,"Jus de grenade, prélevée à la Martinique"
020405,13415,"Jus de lime, pur jus, prélevé à la Martinique"
020405,13416,"Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique"
020405,13417,"Jus de mandarine commune, pur jus filtré, prélevée à la Martinique"
020405,13418,"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique"
020405,13419,"Jus de moubin, pur jus, prélevé à la Martinique"
020405,13420,"Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique"
020405,13421,"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré"
020405,13422,"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré"
020405,13423,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré"
020405,13424,"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré"
020405,13425,"Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée à la Martinique"
020405,13426,"Mango bassignac, pulpe, cru, prélevé à la Martinique"
020405,13427,"Mango moussache, pulpe, cru, prélevé à la Martinique"
020405,13428,"Mangue julie, pulpe, crue, prélevée à la Martinique"
020405,13429,"Mangue verte, pulpe, crue, prélevée à la Martinique"
020405,13430,"Melon, pulpe, cru, prélevé à la Martinique"
020405,13431,"Orange (variété locale), pulpe, prélevée à la Martinique"
020405,13432,"Orange amère, pulpe, crue, prélevée à la Martinique"
020405,13433,"Pastèque, pulpe, crue, prélevée à la Martinique"
020405,13434,"Pomme cajou, pulpe, crue, prélevée à la Martinique"
020405,13435,"Pomme cannelle,  pulpe, crue, prélevée à la Martinique"
020405,13436,"Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique"
020405,13437,"Pomme liane, pulpe, crue, prélevée à la Martinique"
020405,13438,"Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique"
020405,13439,"Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique"
020405,13440,"Jacques, pulpe, cru, prélevé à la Martinique"
020406,13200,"Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.)"
020406,13201,"Ananas Victoria ou ananas Queen Victoria, pulpe crue"
020406,13202,"Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.)"
020501,9570,Farine de châtaigne
020501,15000,Amande (avec peau)
020501,15001,Cacahuète ou Arachide
020501,15002,"Cacahuète, grillée, salée"
020501,15004,Noisette
020501,15005,"Noix, séchée, cerneaux"
020501,15006,"Noix de coco, amande mûre, fraîche"
020501,15007,"Noix de coco, amande, sèche"
020501,15008,Noix du Brésil
020501,15009,"Pistache, grillée, salée"
020501,15010,"Sésame, graine"
020501,15011,"Tournesol, graine"
020501,15013,Crème de marrons
020501,15014,"Noix de coco, amande immature, fraîche"
020501,15016,"Crème de marrons vanillée, appertisée"
020501,15018,Mélange apéritif de graines salées et raisins secs
020501,15019,"Noix de cajou, grillée, salée"
020501,15020,"Châtaigne, bouillie/cuite à l'eau"
020501,15021,"Châtaigne, grillée"
020501,15023,"Noix, fraîche"
020501,15024,"Châtaigne, crue"
020501,15025,Pignon de pin
020501,15026,Noix de pécan
020501,15027,Noix de macadamia
020501,15028,"Cucurbitacées, graine"
020501,15029,"Luzerne, graine germée"
020501,15032,"Luzerne, graine"
020501,15033,Noisette grillée
020501,15034,"Lin, graine"
020501,15035,"Sésame, graine décortiquée"
020501,15037,"Cacahuète, grillée à sec, salée"
020501,15038,"Sésame, grillé, graine décortiquée"
020501,15039,"Châtaigne ou Marron, appertisé"
020501,15041,"Amande, mondée, émondée ou blanchie"
020501,15042,"Amande, grillée, salée"
020501,15043,"Noix de macadamia, grillée, salée"
020501,15044,"Pistache, grillée"
020501,15045,"Tournesol, graine, grillé, salé"
020501,15046,"Noix de pécan, salées"
020501,15047,"Chia, graine, séchée"
020501,15048,Mélange apéritif de graines (non salées) et fruits séchés
020501,15049,Mélange apéritif de graines (non salées) et raisins secs
020501,15050,"Noisette grillée, salée"
020501,15052,"Lin, brun, graine"
020501,15053,"Cacahuète, grillée, sans sel ajouté"
020501,15054,"Noix de cajou, grillée, non salée"
020501,15055,"Noix de cajou, grillée à sec, non salée"
020501,15201,Pâte d'amande
020501,15202,Beurre de cacahuète ou Pâte d'arachide
020501,15203,Tahin ou Purée de sésame
020501,20581,"Arachide, bouillie/cuite à l'eau, salée"
020501,20901,"Soja, graine entière"
030101,9081,"Blé dur précuit, grains entiers, cuit, non salé"
030101,9085,"Nouilles asiatiques cuites, aromatisées"
030101,9086,"Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées"
030101,9103,"Riz complet, cuit, non salé"
030101,9104,"Riz blanc, cuit, non salé"
030101,9105,"Riz blanc étuvé, cuit, non salé"
030101,9110,"Riz rouge, cuit, non salé"
030101,9111,"Riz sauvage, cuit, non salé"
030101,9124,"Riz thaï, cuit, non salé"
030101,9125,"Riz basmati, cuit, non salé"
030101,9313,"Flocons d'avoine, bouillis/cuits à l'eau"
030101,9322,"Orge perlée, bouilli/cuite à l'eau, non salée"
030101,9331,"Mil, cuit, non salé"
030101,9341,"Quinoa, bouilli/cuit à l'eau, non salé"
030101,9615,"Polenta ou semoule de maïs, cuite, non salée"
030101,9683,"Graine de couscous (semoule de blé dur précuite), cuite, non salée"
030101,9691,"Boulgour de blé, cuit, non salé"
030101,9811,"Pâtes sèches standard, cuites, non salées"
030101,9816,"Pâtes fraîches, aux oeufs, cuites, non salées"
030101,9822,"Pâtes sèches, aux oeufs, cuites, non salées"
030101,9824,"Pâtes sèches, sans gluten, cuites, non salées"
030101,9871,"Pâtes sèches, au blé complet, cuites, non salées"
030101,9875,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées"
030101,9876,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées"
030101,9901,"Vermicelle de riz, cuite, non salée"
030101,9903,"Vermicelle de soja, cuite, non salée"
030101,25479,"Gnocchi à la semoule, cuit"
030101,25510,"Gnocchi à la pomme de terre, cuit"
030101,25579,"Gnocchi, cuit (aliment moyen)"
030101,51511,"Frik (blé dur immature concassé), cuit, non salé"
030102,9001,"Épeautre, cru"
030102,9003,"Blé de Khorasan, cru"
030102,9010,"Blé tendre entier ou froment, cru"
030102,9011,"Blé germé, cru"
030102,9060,"Blé dur entier, cru"
030102,9080,"Blé dur précuit, entier, cru"
030102,9100,"Riz blanc, cru"
030102,9101,"Riz blanc étuvé, cru"
030102,9102,"Riz complet, cru"
030102,9108,"Riz sauvage, cru"
030102,9109,"Riz rouge, cru"
030102,9119,"Riz thaï ou basmati, cru"
030102,9120,"Riz thaï ou basmati, cuit, non salé"
030102,9121,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru"
030102,9200,"Maïs entier, cru"
030102,9310,"Avoine, crue"
030102,9320,"Orge entière, crue"
030102,9321,"Orge perlée, crue"
030102,9330,"Mil entier, cru"
030102,9340,"Quinoa, cru"
030102,9345,"Amarante, crue"
030102,9360,"Sorgho entier, cru"
030102,9380,"Sarrasin entier, cru"
030102,9390,"Seigle entier, cru"
030102,9610,"Semoule de blé dur, crue"
030102,9611,"Semoule de blé dur, cuite, non salée"
030102,9612,"Mélange de céréales et légumineuses, cru"
030102,9614,"Polenta ou semoule de maïs, précuite, sèche"
030102,9681,"Graine de couscous (semoule de blé dur précuite), crue"
030102,9690,"Boulgour de blé, cru"
030102,9810,"Pâtes sèches standard, crues"
030102,9815,"Pâtes fraîches, aux oeufs, crues"
030102,9821,"Pâtes sèches, aux oeufs, crues"
030102,9863,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature"
030102,9870,"Pâtes sèches, au blé complet, crues"
030102,9874,"Pâtes sèches, sans gluten, crues"
030102,9900,"Vermicelle de riz, sèche"
030102,9902,"Vermicelle de soja, sèche"
030102,26264,"Gnocchi à la pomme de terre, cru"
030102,26265,"Gnocchi à la semoule, cru"
030102,51510,"Frik (blé dur immature concassé), cru"
030201,7000,Pain (aliment moyen)
030201,7001,"Pain, baguette, courante"
030201,7002,"Pain, baguette ou boule, au levain"
030201,7007,"Pain, baguette, de tradition française"
030201,7010,"Pain, baguette ou boule, bis (à la farine T80 ou T110) "
030201,7012,"Pain courant, 400g ou boule"
030201,7025,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)"
030201,7100,"Pain, baguette ou boule, de campagne"
030201,7110,Pain complet ou intégral (à la farine T150)
030201,7111,"Pain de mie, complet"
030201,7112,"Pain de mie, au son"
030201,7113,"Pain de mie, multicéréale"
030201,7115,Pain au son
030201,7125,"Pain de seigle, et froment"
030201,7130,"Pain, sans gluten"
030201,7160,"Pain, baguette, sans sel"
030201,7170,Pain panini
030201,7180,Pain pita
030201,7200,"Pain de mie, courant"
030201,7201,"Pain de mie, sans croûte"
030201,7210,Pain de mie brioché
030201,7255,"Pain, baguette ou boule, aux céréales et graines, artisanal"
030201,7256,"Muffin anglais, complet, petit pain spécial"
030201,7257,"Muffin anglais, petit pain spécial"
030201,7258,Bagel
030201,7259,Pain pour hamburger ou hot dog (bun)
030201,7260,Pain blanc maison (avec farine pour machine à pain)
030201,7261,Pain de campagne maison (avec farine pour machine à pain)
030201,7262,"Pain pour hamburger ou hot dog (bun), complet"
030201,7263,"Bretzel, pain frais"
030201,7813,"Tortilla souple (à garnir), à base de maïs"
030201,7815,"Tortilla souple (à garnir), à base de blé"
030201,23805,Blini
030202,7004,"Pain grillé, domestique"
030202,7300,Biscotte classique
030202,7301,Biscotte briochée
030202,7310,Biscotte sans adjonction de sel
030202,7330,Biscotte multicéréale
030202,7340,Biscotte complète ou riche en fibres
030202,7351,Crackers de table au froment
030202,7352,Galette de riz soufflé complet
030202,7353,Galette multicéréales soufflée
030202,7354,Galette de maïs soufflé
030202,7400,"Pain grillé, tranches, au froment"
030202,7403,"Pain grillé brioché, tranché"
030202,7407,Pain grillé suédois au froment
030202,7409,Pain grillé suédois aux graines de lin
030202,7410,"Tartine craquante, extrudée et grillée"
030202,7420,Pain grillé suédois au blé complet
030202,7421,Pain grillé suédois aux fruits
030202,7425,"Pain grillé, tranches, multicéréale"
030202,7431,Croûton à tartiner
030202,7432,Croûtons natures
030202,7500,Chapelure
030202,7525,Gressin
030202,38500,Croûton à l'ail aux fines herbes ou aux oignons
030301,9230,"Pop0corn ou Maïs éclaté, à l'huile, salé"
030301,9231,"Pop0corn ou Maïs éclaté, à l'air, non salé"
030301,9232,"Pop0corn ou Maïs éclaté, au caramel"
030301,38104,Chips de crevette
030301,38105,Chips de maïs ou tortilla chips
030301,38106,"Biscuit apéritif soufflé, à base de pomme de terre"
030301,38107,"Biscuit apéritif, mini bretzel ou sticks"
030301,38108,"Biscuit apéritif soufflé, à base de pomme de terre et de soja"
030301,38399,Biscuit apéritif (aliment moyen)
030301,38400,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète"
030301,38401,"Biscuit apéritif, crackers, garni ou fourré, au fromage"
030301,38402,"Biscuit apéritif, crackers, nature"
030301,38403,"Biscuit apéritif, crackers, nature, allégé en matière grasse"
030301,38404,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète"
030301,38405,"Biscuit apéritif à base de pomme de terre, type tuile salée"
030301,38406,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif"
030301,38407,Biscuit apéritif feuilleté
